2022-05-12 15:30:38,898 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2022-05-12 15:30:38,899 | ini_setup | INFO     | ---
2022-05-12 16:04:45,291 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2022-05-12 16:04:45,291 | ini_setup | INFO     | [alarms]publisher_id=flow
2022-05-12 16:04:45,291 | ini_setup | INFO     | [alarms]resync_interval=30
2022-05-12 16:04:45,291 | ini_setup | INFO     | [alarms]resync_routing_key=alarms.sync
2022-05-12 16:04:45,291 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2022-05-12 16:04:45,291 | ini_setup | INFO     | [api]timeout=10
2022-05-12 16:04:45,291 | ini_setup | INFO     | [messaging]alarm_exchange=mfvp.alarms
2022-05-12 16:04:45,291 | ini_setup | INFO     | [messaging]alarm_routing_key=alarms.change.{severity}.{state}
2022-05-12 16:04:45,291 | ini_setup | INFO     | [messaging]connection_retry=1
2022-05-12 16:04:45,292 | ini_setup | INFO     | [messaging]connection_timeout=1
2022-05-12 16:04:45,292 | ini_setup | INFO     | [messaging]queue=flow.api.status
2022-05-12 16:04:45,292 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-05-12 16:04:45,292 | ini_setup | INFO     | [messaging]service_exchange=mfvp.services
2022-05-12 16:04:45,292 | ini_setup | INFO     | [messaging]status_routing_key=notif.services.live_encoding.*.status_changed
2022-05-12 16:04:45,292 | ini_setup | INFO     | [monitor]alarm_interval=5
2022-05-12 16:04:45,292 | ini_setup | INFO     | [monitor]crosspoint_interval=15
2022-05-12 16:04:45,292 | ini_setup | INFO     | [monitor]evaluate_interval=1
2022-05-12 16:04:45,292 | ini_setup | INFO     | [monitor]missed_crosspoint_interval=15
2022-05-12 16:04:45,292 | ini_setup | INFO     | [router]connect_retries=3
2022-05-12 16:04:45,292 | ini_setup | INFO     | [router]connect_retry_interval=1
2022-05-12 16:04:45,292 | ini_setup | INFO     | [router]connect_timeout=3
2022-05-12 16:04:45,292 | ini_setup | INFO     | [router]crosspoint_retries=10
2022-05-12 16:04:45,292 | ini_setup | INFO     | [router]crosspoint_retry_interval=1
2022-05-12 16:04:45,292 | ini_setup | INFO     | [server]host=127.0.0.1
2022-05-12 16:04:45,292 | ini_setup | INFO     | [server]port=8013
2022-05-12 16:04:45,292 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-05-12 16:04:45,292 | ini_setup | INFO     | return code 0
2022-05-12 16:04:45,292 | ini_setup | INFO     | ---
2022-05-13 11:41:06,159 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2022-05-13 11:41:06,159 | ini_setup | INFO     | [alarms]publisher_id=flow
2022-05-13 11:41:06,159 | ini_setup | INFO     | [alarms]resync_interval=30
2022-05-13 11:41:06,159 | ini_setup | INFO     | [alarms]resync_routing_key=alarms.sync
2022-05-13 11:41:06,159 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2022-05-13 11:41:06,159 | ini_setup | INFO     | [api]timeout=10
2022-05-13 11:41:06,159 | ini_setup | INFO     | [messaging]alarm_exchange=mfvp.alarms
2022-05-13 11:41:06,159 | ini_setup | INFO     | [messaging]alarm_routing_key=alarms.change.{severity}.{state}
2022-05-13 11:41:06,160 | ini_setup | INFO     | [messaging]connection_retry=1
2022-05-13 11:41:06,160 | ini_setup | INFO     | [messaging]connection_timeout=1
2022-05-13 11:41:06,160 | ini_setup | INFO     | [messaging]queue=flow.api.status
2022-05-13 11:41:06,160 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-05-13 11:41:06,160 | ini_setup | INFO     | [messaging]service_exchange=mfvp.services
2022-05-13 11:41:06,160 | ini_setup | INFO     | [messaging]status_routing_key=notif.services.live_encoding.*.status_changed
2022-05-13 11:41:06,160 | ini_setup | INFO     | [monitor]alarm_interval=5
2022-05-13 11:41:06,160 | ini_setup | INFO     | [monitor]crosspoint_interval=15
2022-05-13 11:41:06,160 | ini_setup | INFO     | [monitor]evaluate_interval=1
2022-05-13 11:41:06,160 | ini_setup | INFO     | [monitor]missed_crosspoint_interval=15
2022-05-13 11:41:06,160 | ini_setup | INFO     | [router]connect_retries=3
2022-05-13 11:41:06,160 | ini_setup | INFO     | [router]connect_retry_interval=1
2022-05-13 11:41:06,160 | ini_setup | INFO     | [router]connect_timeout=3
2022-05-13 11:41:06,160 | ini_setup | INFO     | [router]crosspoint_retries=10
2022-05-13 11:41:06,160 | ini_setup | INFO     | [router]crosspoint_retry_interval=1
2022-05-13 11:41:06,160 | ini_setup | INFO     | [server]host=127.0.0.1
2022-05-13 11:41:06,160 | ini_setup | INFO     | [server]port=8013
2022-05-13 11:41:06,160 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-05-13 11:41:06,161 | ini_setup | INFO     | return code 0
2022-05-13 11:41:06,161 | ini_setup | INFO     | ---
2022-07-12 18:57:26,540 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2022-07-12 18:57:26,541 | ini_setup | INFO     | [alarms]publisher_id=flow
2022-07-12 18:57:26,541 | ini_setup | INFO     | [alarms]resync_interval=30
2022-07-12 18:57:26,541 | ini_setup | INFO     | [alarms]resync_routing_key=alarms.sync
2022-07-12 18:57:26,541 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2022-07-12 18:57:26,541 | ini_setup | INFO     | [api]timeout=10
2022-07-12 18:57:26,541 | ini_setup | INFO     | [messaging]alarm_exchange=mfvp.alarms
2022-07-12 18:57:26,541 | ini_setup | INFO     | [messaging]alarm_routing_key=alarms.change.{severity}.{state}
2022-07-12 18:57:26,541 | ini_setup | INFO     | [messaging]connection_retry=1
2022-07-12 18:57:26,541 | ini_setup | INFO     | [messaging]connection_timeout=1
2022-07-12 18:57:26,541 | ini_setup | INFO     | [messaging]queue=flow.api.status
2022-07-12 18:57:26,541 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-07-12 18:57:26,542 | ini_setup | INFO     | [messaging]service_exchange=mfvp.services
2022-07-12 18:57:26,542 | ini_setup | INFO     | [messaging]status_routing_key=notif.services.live_encoding.*.status_changed
2022-07-12 18:57:26,542 | ini_setup | INFO     | [monitor]alarm_interval=5
2022-07-12 18:57:26,542 | ini_setup | INFO     | [monitor]crosspoint_interval=15
2022-07-12 18:57:26,542 | ini_setup | INFO     | [monitor]evaluate_interval=1
2022-07-12 18:57:26,542 | ini_setup | INFO     | [monitor]missed_crosspoint_interval=15
2022-07-12 18:57:26,542 | ini_setup | INFO     | [router]connect_retries=3
2022-07-12 18:57:26,542 | ini_setup | INFO     | [router]connect_retry_interval=1
2022-07-12 18:57:26,542 | ini_setup | INFO     | [router]connect_timeout=3
2022-07-12 18:57:26,542 | ini_setup | INFO     | [router]crosspoint_retries=10
2022-07-12 18:57:26,542 | ini_setup | INFO     | [router]crosspoint_retry_interval=1
2022-07-12 18:57:26,542 | ini_setup | INFO     | [server]host=127.0.0.1
2022-07-12 18:57:26,542 | ini_setup | INFO     | [server]port=8013
2022-07-12 18:57:26,542 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-07-12 18:57:26,543 | ini_setup | INFO     | return code 0
2022-07-12 18:57:26,543 | ini_setup | INFO     | ---
2022-07-12 19:36:46,549 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2022-07-12 19:36:46,549 | ini_setup | INFO     | [alarms]publisher_id=flow
2022-07-12 19:36:46,549 | ini_setup | INFO     | [alarms]resync_interval=30
2022-07-12 19:36:46,549 | ini_setup | INFO     | [alarms]resync_routing_key=alarms.sync
2022-07-12 19:36:46,549 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2022-07-12 19:36:46,549 | ini_setup | INFO     | [api]timeout=10
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]alarm_exchange=mfvp.alarms
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]alarm_routing_key=alarms.change.{severity}.{state}
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]connection_retry=1
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]connection_timeout=1
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]queue=flow.api.status
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]service_exchange=mfvp.services
2022-07-12 19:36:46,549 | ini_setup | INFO     | [messaging]status_routing_key=notif.services.live_encoding.*.status_changed
2022-07-12 19:36:46,549 | ini_setup | INFO     | [monitor]alarm_interval=5
2022-07-12 19:36:46,549 | ini_setup | INFO     | [monitor]crosspoint_interval=15
2022-07-12 19:36:46,550 | ini_setup | INFO     | [monitor]evaluate_interval=1
2022-07-12 19:36:46,550 | ini_setup | INFO     | [monitor]missed_crosspoint_interval=15
2022-07-12 19:36:46,550 | ini_setup | INFO     | [router]connect_retries=3
2022-07-12 19:36:46,550 | ini_setup | INFO     | [router]connect_retry_interval=1
2022-07-12 19:36:46,550 | ini_setup | INFO     | [router]connect_timeout=3
2022-07-12 19:36:46,550 | ini_setup | INFO     | [router]crosspoint_retries=10
2022-07-12 19:36:46,550 | ini_setup | INFO     | [router]crosspoint_retry_interval=1
2022-07-12 19:36:46,550 | ini_setup | INFO     | [server]host=127.0.0.1
2022-07-12 19:36:46,550 | ini_setup | INFO     | [server]port=8013
2022-07-12 19:36:46,550 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-07-12 19:36:46,550 | ini_setup | INFO     | return code 0
2022-07-12 19:36:46,550 | ini_setup | INFO     | ---
2023-08-08 00:24:56,279 | ini_setup | INFO     | found /opt/ericsson/flow/etc/flow.ini.rpmsave file!
2023-08-08 00:24:56,283 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2023-08-08 00:24:56,284 | ini_setup | INFO     | [alarms]publisher_id=flow
2023-08-08 00:24:56,284 | ini_setup | INFO     | [alarms]resync_interval=30
2023-08-08 00:24:56,284 | ini_setup | INFO     | [alarms]resync_routing_key=alarms.sync
2023-08-08 00:24:56,284 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2023-08-08 00:24:56,284 | ini_setup | INFO     | [api]timeout=10
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]alarm_exchange=mfvp.alarms
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]alarm_v2_routing_key=alarms.change.{severity}.{state}
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]connection_retry=1
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]connection_timeout=1
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]queue=flow.api.status
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]service_exchange=mfvp.services
2023-08-08 00:24:56,284 | ini_setup | INFO     | [messaging]status_routing_key=notif.services.live_encoding.*.status_changed
2023-08-08 00:24:56,285 | ini_setup | INFO     | [monitor]alarm_interval=5
2023-08-08 00:24:56,285 | ini_setup | INFO     | [monitor]crosspoint_interval=15
2023-08-08 00:24:56,285 | ini_setup | INFO     | [monitor]evaluate_interval=1
2023-08-08 00:24:56,285 | ini_setup | INFO     | [monitor]missed_crosspoint_interval=15
2023-08-08 00:24:56,285 | ini_setup | INFO     | [router]connect_retries=3
2023-08-08 00:24:56,285 | ini_setup | INFO     | [router]connect_retry_interval=1
2023-08-08 00:24:56,285 | ini_setup | INFO     | [router]connect_timeout=3
2023-08-08 00:24:56,285 | ini_setup | INFO     | [router]crosspoint_retries=10
2023-08-08 00:24:56,285 | ini_setup | INFO     | [router]crosspoint_retry_interval=1
2023-08-08 00:24:56,285 | ini_setup | INFO     | [server]host=127.0.0.1
2023-08-08 00:24:56,285 | ini_setup | INFO     | [server]port=8013
2023-08-08 00:24:56,285 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2023-08-08 00:24:56,286 | ini_setup | INFO     | return code 0
2023-08-08 00:24:56,286 | ini_setup | INFO     | ---
2023-08-08 00:31:59,371 | ini_setup | INFO     | configure /opt/ericsson/flow/etc/flow.ini from /opt/ericsson/flow/etc/flow.ini
2023-08-08 00:31:59,372 | ini_setup | INFO     | [alarms]publisher_id=flow
2023-08-08 00:31:59,372 | ini_setup | INFO     | [alarms]resync_interval=30
2023-08-08 00:31:59,372 | ini_setup | INFO     | [alarms]resync_routing_key=alarms.sync
2023-08-08 00:31:59,372 | ini_setup | INFO     | [api]service_url=http://localhost:8002/api/services
2023-08-08 00:31:59,372 | ini_setup | INFO     | [api]timeout=10
2023-08-08 00:31:59,372 | ini_setup | INFO     | [messaging]alarm_exchange=mfvp.alarms
2023-08-08 00:31:59,372 | ini_setup | INFO     | [messaging]alarm_v2_routing_key=alarms.change.{severity}.{state}
2023-08-08 00:31:59,372 | ini_setup | INFO     | [messaging]connection_retry=1
2023-08-08 00:31:59,372 | ini_setup | INFO     | [messaging]connection_timeout=1
2023-08-08 00:31:59,372 | ini_setup | INFO     | [messaging]queue=flow.api.status
2023-08-08 00:31:59,373 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2023-08-08 00:31:59,373 | ini_setup | INFO     | [messaging]service_exchange=mfvp.services
2023-08-08 00:31:59,373 | ini_setup | INFO     | [messaging]status_routing_key=notif.services.live_encoding.*.status_changed
2023-08-08 00:31:59,373 | ini_setup | INFO     | [monitor]alarm_interval=5
2023-08-08 00:31:59,373 | ini_setup | INFO     | [monitor]crosspoint_interval=15
2023-08-08 00:31:59,373 | ini_setup | INFO     | [monitor]evaluate_interval=1
2023-08-08 00:31:59,373 | ini_setup | INFO     | [monitor]missed_crosspoint_interval=15
2023-08-08 00:31:59,373 | ini_setup | INFO     | [router]connect_retries=3
2023-08-08 00:31:59,373 | ini_setup | INFO     | [router]connect_retry_interval=1
2023-08-08 00:31:59,373 | ini_setup | INFO     | [router]connect_timeout=3
2023-08-08 00:31:59,373 | ini_setup | INFO     | [router]crosspoint_retries=10
2023-08-08 00:31:59,373 | ini_setup | INFO     | [router]crosspoint_retry_interval=1
2023-08-08 00:31:59,373 | ini_setup | INFO     | [server]host=127.0.0.1
2023-08-08 00:31:59,373 | ini_setup | INFO     | [server]port=8013
2023-08-08 00:31:59,373 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2023-08-08 00:31:59,374 | ini_setup | INFO     | return code 0
2023-08-08 00:31:59,374 | ini_setup | INFO     | ---
