itself=False
2022-05-12 16:04:55,491 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2022-05-13 11:41:16,402 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_PASSWORD
2022-05-13 11:41:16,402 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_PASSWORD instead...
2022-05-13 11:41:16,402 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_URL
2022-05-13 11:41:16,402 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_URL instead...
2022-05-13 11:41:16,402 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_USERNAME
2022-05-13 11:41:16,402 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_USERNAME instead...
2022-05-13 11:41:16,402 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_TIME_INTERVAL
2022-05-13 11:41:16,402 | ini_setup | WARNING  | we will search for SERVER_MONITOR_TIME_INTERVAL instead...
2022-05-13 11:41:16,402 | ini_setup | INFO     | configure /opt/ericsson/server-monitor/etc/server-monitor.ini from /opt/ericsson/server-monitor/etc/server-monitor.ini
2022-05-13 11:41:16,402 | ini_setup | INFO     | [alarm]publisher_id=server-monitor
2022-05-13 11:41:16,403 | ini_setup | INFO     | [alarm]resync_interval=30
2022-05-13 11:41:16,403 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-05-13 11:41:16,403 | ini_setup | INFO     | [api]timeout=2
2022-05-13 11:41:16,403 | ini_setup | INFO     | [api]wait_on_error=30
2022-05-13 11:41:16,403 | ini_setup | INFO     | [general]exclude_itself=False
2022-05-13 11:41:16,403 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2022-05-13 11:41:16,403 | ini_setup | INFO     | [general]server_id=standalone
2022-05-13 11:41:16,403 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-05-13 11:41:16,403 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-05-13 11:41:16,403 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2022-05-13 11:41:16,403 | ini_setup | INFO     | [time]interval=1
2022-05-13 11:41:16,403 | ini_setup | INFO     | return code 0
2022-05-13 11:41:16,403 | ini_setup | INFO     | ---
2022-07-12 18:57:38,463 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_PUBLISHER_ID
2022-07-12 18:57:38,463 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_PUBLISHER_ID instead...
2022-07-12 18:57:38,463 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_RESYNC_INTERVAL
2022-07-12 18:57:38,463 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_RESYNC_INTERVAL instead...
2022-07-12 18:57:38,463 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_SERVER_URL
2022-07-12 18:57:38,463 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_SERVER_URL instead...
2022-07-12 18:57:38,463 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_TIMEOUT
2022-07-12 18:57:38,463 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_TIMEOUT instead...
2022-07-12 18:57:38,463 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_WAIT_ON_ERROR
2022-07-12 18:57:38,463 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_WAIT_ON_ERROR instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_EXCLUDE_ITSELF
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_EXCLUDE_ITSELF instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_READY_FILE_PATH
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_READY_FILE_PATH instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_SERVER_ID
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_SERVER_ID instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_MESSAGING_SERVER_URL
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_MESSAGING_SERVER_URL instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_PASSWORD
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_PASSWORD instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_URL
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_URL instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_USERNAME
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_USERNAME instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_PASSWORD
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_PASSWORD instead...
2022-07-12 18:57:38,464 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_URL
2022-07-12 18:57:38,464 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_URL instead...
2022-07-12 18:57:38,465 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_USERNAME
2022-07-12 18:57:38,465 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_USERNAME instead...
2022-07-12 18:57:38,465 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_TIME_INTERVAL
2022-07-12 18:57:38,465 | ini_setup | WARNING  | we will search for SERVER_MONITOR_TIME_INTERVAL instead...
2022-07-12 18:57:38,465 | ini_setup | INFO     | configure /opt/ericsson/server-monitor/etc/server-monitor.ini from /opt/ericsson/server-monitor/etc/server-monitor.ini
2022-07-12 18:57:38,465 | ini_setup | INFO     | [alarm]publisher_id=server-monitor
2022-07-12 18:57:38,465 | ini_setup | INFO     | [alarm]resync_interval=30
2022-07-12 18:57:38,465 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-07-12 18:57:38,465 | ini_setup | INFO     | [api]timeout=2
2022-07-12 18:57:38,465 | ini_setup | INFO     | [api]wait_on_error=30
2022-07-12 18:57:38,465 | ini_setup | INFO     | [general]exclude_itself=False
2022-07-12 18:57:38,465 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2022-07-12 18:57:38,466 | ini_setup | INFO     | [general]server_id=standalone
2022-07-12 18:57:38,466 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-07-12 18:57:38,466 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-07-12 18:57:38,466 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2022-07-12 18:57:38,466 | ini_setup | INFO     | [time]interval=1
2022-07-12 18:57:38,466 | ini_setup | INFO     | return code 0
2022-07-12 18:57:38,466 | ini_setup | INFO     | ---
2022-07-12 19:36:57,567 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_PUBLISHER_ID
2022-07-12 19:36:57,567 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_PUBLISHER_ID instead...
2022-07-12 19:36:57,567 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_RESYNC_INTERVAL
2022-07-12 19:36:57,567 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_RESYNC_INTERVAL instead...
2022-07-12 19:36:57,567 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_SERVER_URL
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_SERVER_URL instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_TIMEOUT
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_TIMEOUT instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_WAIT_ON_ERROR
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_WAIT_ON_ERROR instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_EXCLUDE_ITSELF
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_EXCLUDE_ITSELF instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_READY_FILE_PATH
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_READY_FILE_PATH instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_SERVER_ID
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_SERVER_ID instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_MESSAGING_SERVER_URL
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_MESSAGING_SERVER_URL instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_PASSWORD
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_PASSWORD instead...
2022-07-12 19:36:57,568 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_URL
2022-07-12 19:36:57,568 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_URL instead...
2022-07-12 19:36:57,569 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_USERNAME
2022-07-12 19:36:57,569 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_USERNAME instead...
2022-07-12 19:36:57,569 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_PASSWORD
2022-07-12 19:36:57,569 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_PASSWORD instead...
2022-07-12 19:36:57,569 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_URL
2022-07-12 19:36:57,569 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_URL instead...
2022-07-12 19:36:57,569 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_USERNAME
2022-07-12 19:36:57,569 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_USERNAME instead...
2022-07-12 19:36:57,569 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_TIME_INTERVAL
2022-07-12 19:36:57,569 | ini_setup | WARNING  | we will search for SERVER_MONITOR_TIME_INTERVAL instead...
2022-07-12 19:36:57,569 | ini_setup | INFO     | configure /opt/ericsson/server-monitor/etc/server-monitor.ini from /opt/ericsson/server-monitor/etc/server-monitor.ini
2022-07-12 19:36:57,569 | ini_setup | INFO     | [alarm]publisher_id=server-monitor
2022-07-12 19:36:57,570 | ini_setup | INFO     | [alarm]resync_interval=30
2022-07-12 19:36:57,570 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-07-12 19:36:57,570 | ini_setup | INFO     | [api]timeout=2
2022-07-12 19:36:57,570 | ini_setup | INFO     | [api]wait_on_error=30
2022-07-12 19:36:57,570 | ini_setup | INFO     | [general]exclude_itself=False
2022-07-12 19:36:57,570 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2022-07-12 19:36:57,570 | ini_setup | INFO     | [general]server_id=standalone
2022-07-12 19:36:57,570 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-07-12 19:36:57,570 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-07-12 19:36:57,570 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2022-07-12 19:36:57,570 | ini_setup | INFO     | [time]interval=1
2022-07-12 19:36:57,570 | ini_setup | INFO     | return code 0
2022-07-12 19:36:57,570 | ini_setup | INFO     | ---
2023-08-08 00:32:16,010 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_PUBLISHER_ID
2023-08-08 00:32:16,011 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_PUBLISHER_ID instead...
2023-08-08 00:32:16,011 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_RESYNC_INTERVAL
2023-08-08 00:32:16,012 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_RESYNC_INTERVAL instead...
2023-08-08 00:32:16,012 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_SERVER_URL
2023-08-08 00:32:16,012 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_SERVER_URL instead...
2023-08-08 00:32:16,012 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_TIMEOUT
2023-08-08 00:32:16,012 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_TIMEOUT instead...
2023-08-08 00:32:16,012 | ini_setup | WARNING  | Inva2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_URL
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_URL instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_USERNAME
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_USERNAME instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_PASSWORD
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_PASSWORD instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_URL
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_URL instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_USERNAME
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_USERNAME instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_PASSWORD
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_PASSWORD instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_MESSAGING_SERVER_URL
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_MESSAGING_SERVER_URL instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_SERVER_URL
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_SERVER_URL instead...
2022-05-12 15:30:47,893 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_TIMEOUT
2022-05-12 15:30:47,893 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_TIMEOUT instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_WAIT_ON_ERROR
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_WAIT_ON_ERROR instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_TIME_INTERVAL
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_TIME_INTERVAL instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_PUBLISHER_ID
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_PUBLISHER_ID instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_RESYNC_INTERVAL
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_RESYNC_INTERVAL instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_SERVER_ID
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_SERVER_ID instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_EXCLUDE_ITSELF
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_EXCLUDE_ITSELF instead...
2022-05-12 15:30:47,894 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_READY_FILE_PATH
2022-05-12 15:30:47,894 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_READY_FILE_PATH instead...
2022-05-12 15:30:47,894 | ini_setup | INFO     | configure /opt/ericsson/server-monitor/etc/server-monitor.ini from /opt/ericsson/server-monitor/etc/server-monitor.ini
2022-05-12 15:30:47,894 | ini_setup | INFO     | [alarm]publisher_id=server-monitor
2022-05-12 15:30:47,895 | ini_setup | INFO     | [alarm]resync_interval=30
2022-05-12 15:30:47,895 | ini_setup | INFO     | [api]server_url=http://localhost:8001/api/servers
2022-05-12 15:30:47,895 | ini_setup | INFO     | [api]timeout=2
2022-05-12 15:30:47,895 | ini_setup | INFO     | [api]wait_on_error=30
2022-05-12 15:30:47,895 | ini_setup | INFO     | [general]exclude_itself=False
2022-05-12 15:30:47,895 | ini_setup | INFO     | [general]ready_file_path=/var/run/ericsson/server-monitor/ready
2022-05-12 15:30:47,895 | ini_setup | INFO     | [general]server_id=standalone
2022-05-12 15:30:47,895 | ini_setup | INFO     | [messaging]server_url=amqp://guest:guest@localhost:5672/?heartbeat=30
2022-05-12 15:30:47,895 | ini_setup | INFO     | [storage]url=mongodb://127.0.0.1:27017/envivioCluster
2022-05-12 15:30:47,895 | ini_setup | INFO     | [storage_lock]url=mongodb://127.0.0.1:27017/mediakindMongolock
2022-05-12 15:30:47,895 | ini_setup | INFO     | [time]interval=1
2022-05-12 15:30:47,895 | ini_setup | INFO     | return code 0
2022-05-12 15:30:47,895 | ini_setup | INFO     | ---
2022-05-12 16:04:55,489 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_PUBLISHER_ID
2022-05-12 16:04:55,489 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_PUBLISHER_ID instead...
2022-05-12 16:04:55,489 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_ALARM_RESYNC_INTERVAL
2022-05-12 16:04:55,489 | ini_setup | WARNING  | we will search for SERVER_MONITOR_ALARM_RESYNC_INTERVAL instead...
2022-05-12 16:04:55,489 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_SERVER_URL
2022-05-12 16:04:55,489 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_SERVER_URL instead...
2022-05-12 16:04:55,489 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_TIMEOUT
2022-05-12 16:04:55,489 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_TIMEOUT instead...
2022-05-12 16:04:55,489 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_API_WAIT_ON_ERROR
2022-05-12 16:04:55,489 | ini_setup | WARNING  | we will search for SERVER_MONITOR_API_WAIT_ON_ERROR instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_EXCLUDE_ITSELF
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_EXCLUDE_ITSELF instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_READY_FILE_PATH
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_READY_FILE_PATH instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_GENERAL_SERVER_ID
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_GENERAL_SERVER_ID instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_MESSAGING_SERVER_URL
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_MESSAGING_SERVER_URL instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_PASSWORD
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_PASSWORD instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_URL
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_URL instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_USERNAME
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_USERNAME instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_PASSWORD
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_PASSWORD instead...
2022-05-12 16:04:55,490 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_URL
2022-05-12 16:04:55,490 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_URL instead...
2022-05-12 16:04:55,491 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_STORAGE_LOCK_USERNAME
2022-05-12 16:04:55,491 | ini_setup | WARNING  | we will search for SERVER_MONITOR_STORAGE_LOCK_USERNAME instead...
2022-05-12 16:04:55,491 | ini_setup | WARNING  | Invalid name for ENV VARS : SERVER-MONITOR_TIME_INTERVAL
2022-05-12 16:04:55,491 | ini_setup | WARNING  | we will search for SERVER_MONITOR_TIME_INTERVAL instead...
2022-05-12 16:04:55,491 | ini_setup | INFO     | configure /opt/ericsson/server-monitor/etc/server-monitor.ini from /opt/ericsson/server-monitor/etc/server-monitor.ini
